"","x"
"2596","325_goodman 1.5 ton #715                     "
"2597","325_header pump                              "
"2598","325_Hotpoint Fridge                          "
"2599","325_Install-window/door screens              "
"2600","325_Install curb &concret pad gate           "
"2601","325_Install curb &concret pad gate2          "
"2602","325_Install curb &gutter @dumpster           "
"2603","325_Installation-gutter extenio              "
"2604","325_Installation of flume w/o curb           "
"2605","325_installed new protemp boilers            "
"2606","325_Landscaping                              "
"2607","325_Lanscaping upgrad around bldgs           "
"2608","325_marking paint                            "
"2609","325_Model Furniture                          "
"2610","325_Monitor                                  "
"2611","325_Mutiple Repairs to Pool enclos           "
"2612","325_oxy acetlyene torch kit                  "
"2613","325_plaster pool tile and steps              "
"2614","325_Pool deck resurf-50% dwn                 "
"2615","325_Pool upgrade                             "
"2616","325_Portable AC                              "
"2617","325_PRESSURE WASHER                          "
"2618","325_range                                    "
"2619","325_Range                                    "
"2620","325_RANGE                                    "
"2621","325_Range & Hood                             "
"2622","325_range and hood                           "
"2623","325_range hood                               "
"2624","325_Range/Hoods                              "
"2625","325_Range/Ventahood                          "
"2626","325_Range/Venthood                           "
"2627","325_Refridgerators                           "
"2628","325_refrigerator                             "
"2629","325_Refrigerator                             "
"2630","325_REFRIGERATOR                             "
"2631","325_refrigerator #611                        "
"2632","325_REFRIGERATOR 71                          "
"2633","325_Refrigerator/Icemaker                    "
"2634","325_Refrigerators                            "
"2635","325_Repair Main Line Leak                    "
"2636","325_replace shingles bldg 3                  "
"2637","325_REPLACED STAIRWell                       "
"2638","325_REPLACEMENT Computer                     "
"2639","325_roof shingles 6ct                        "
"2640","325_Roofing Bldg 5                           "
"2641","325_Seal Coat & markings                     "
"2642","325_service boilers                          "
"2643","325_shingles bldg 2/chimney bld 3            "
"2644","325_smoke alarms                             "
"2645","325_Sprinkler Repairs                        "
"2646","325_stove                                    "
"2647","325_STOVE                                    "
"2648","325_STOVE #430                               "
"2649","325_supervision                              "
"2650","325_Supervision                              "
"2651","325_Supervision 1/08                         "
"2652","325_Supervision 1207                         "
"2653","325_Supervision 2/08                         "
"2654","325_Supervision 4/08                         "
"2655","325_supervision payroll                      "
"2656","325_thermostat drie                          "
"2657","325_towing for sealcoat of p-lot             "
"2658","325_travel project manager                   "
"2659","325_two dishwasher                           "
"2660","325_two refrigerators                        "
"2661","325_VENT A HOOD                              "
"2662","325_venthood                                 "
"2663","325_water heater                             "
"2664","325_WELDER KIT                               "
"2665","325_window screens                           "
"2666","325_Window screens                           "
"2667","325_york 13 seer 1.5 ton                     "
"2668","332    C_Basic Elect Matl & Methods          "
"2669","332    C_Carpet                              "
"2670","332    C_Finish Hardware                     "
"2671","332    C_Interior Painting                   "
"2672","332    C_Landscaping                         "
"2673","332    C_Lump Sum Pool Area Improvements     "
"2674","332    C_Plumbing                            "
"2675","332    C_Resilient Flooring                  "
"2676","332    C_Supervision                         "
"2677","332    E_Dishwashers                         "
"2678","332    E_Microwaves                          "
"2679","332    E_Ranges                              "
"2680","332    E_Refrigerators                       "
"2681","332    F_Lighting & Fixtures                 "
"2682","332    F_Outdoor Furniture                   "
"2683","332    F_Toilet  Bath Accessories            "
"2684","332    F_Window Coverings                    "
"2685","332 _Parts for Reno Units                    "
"2686","332_ washer                                  "
"2687","332_1 washer  1 elec                         "
"2688","332_2 washers                                "
"2689","332_2.0 ton condenser                        "
"2690","332_2.0 ton seer condenser                   "
"2691","332_3 Washers                                "
"2692","332_3 washers  1 ele                         "
"2693","332_4 Dishwashers                            "
"2694","332_4 Microwaves                             "
"2695","332_4 Ranges                                 "
"2696","332_A/C Unit                                 "
"2697","332_A/C Unit and Line                        "
"2698","332_A/c Units                                "
"2699","332_A/C Units                                "
"2700","332_ac unit                                  "
"2701","332_AC Units                                 "
"2702","332_Addl Supervision                         "
"2703","332_Air Conditioning & Heat                  "
"2704","332_Appliances 207  613  2111  2508          "
"2705","332_Architectual services-develop            "
"2706","332_Architectual svc for plan rev            "
"2707","332_bisque range hood                        "
"2708","332_Blinds for Reno units                    "
"2709","332_Blinds for Reno Units                    "
"2710","332_Brick &Foundation Repairs                "
"2711","332_C_Glazing & Mirrors                      "
"2712","332_C_Paving & Marking                       "
"2713","332_C_Plumbing                               "
"2714","332_C_Supervision                            "
"2715","332_C_Water Distribution System              "
"2716","332_Ceiling fans                             "
"2717","332_Cleaning &Grubbing                       "
"2718","332_Concrete Foundations                     "
"2719","332_Concrete Sidewalks                       "
"2720","332_condenser                                "
"2721","332_Const. Supervision                       "
"2722","332_Construction Travel                      "
"2723","332_d/w                                      "
"2724","332_Dishwaser                                "
"2725","332_dishwasher                               "
"2726","332_Dishwasher                               "
"2727","332_Dishwasher #1114                         "
"2728","332_Dishwashers                              "
"2729","332_Diswasher                                "
"2730","332_Dryers                                   "
"2731","332_E_Air Conditioning & Heat                "
"2732","332_E_Dishwasher                             "
"2733","332_E_Microwave                              "
"2734","332_E_Miscellaneous Asset Replacements       "
"2735","332_E_Refrigerator/Icemaker                  "
"2736","332_E_Washer/Dryer                           "
"2737","332_Elec-Power Trasmission                   "
"2738","332_Electrical Materials                     "
"2739","332_exterior lighting repairs/upgr           "
"2740","332_F_Office Equipment                       "
"2741","332_F_Office/Clubroom Furniture              "
"2742","332_F_Window Coverings                       "
"2743","332_Field Supervision                        "
"2744","332_filing cabinets                          "
"2745","332_final pmnt on toilet upgrade             "
"2746","332_Finish Hardware                          "
"2747","332_Furniture rental for model-May           "
"2748","332_Glazing and Mirrors                      "
"2749","332_golf cart                                "
"2750","332_Golf Cart Replment                       "
"2751","332_Ground Cover Install                     "
"2752","332_HVAC Unit                                "
"2753","332_Interior Painting                        "
"2754","332_Landscaping                              "
"2755","332_Lighting                                 "
"2756","332_Microwave-2                              "
"2757","332_microwave                                "
"2758","332_Microwave                                "
"2759","332_Microwaves                               "
"2760","332_Microwaves #3205                         "
"2761","332_Motorola Rdu 2                           "
"2762","332_New printer/cop                          "
"2763","332_Office Remodeling                        "
"2764","332_paint 5 units 207 2111 2508 61           "
"2765","332_Paint Supplies                           "
"2766","332_Paints 5 units  207 2111 2508 61         "
"2767","332_Parts for Reno Units                     "
"2768","332_Paving &Marking                          "
"2769","332_phase 1 & 2 landscaping                  "
"2770","332_Plumbing-2nd paymnt-contract             "
"2771","332_Plumbing                                 "
"2772","332_Point Up Brick-bldg 25                   "
"2773","332_Pool Repairs                             "
"2774","332_range                                    "
"2775","332_Range                                    "
"2776","332_Range/Ventahood                          "
"2777","332_Rangehood                                "
"2778","332_Ranges                                   "
"2779","332_Refigerator                              "
"2780","332_refrigerator                             "
"2781","332_Refrigerator                             "
"2782","332_Refrigerator #3301                       "
"2783","332_Refrigerator/Icemaker                    "
"2784","332_Refrigerators                            "
"2785","332_reimburse expeses R. Wooten              "
"2786","332_removal fallen tree and branches         "
"2787","332_removal of split trees and rotted        "
"2788","332_repair curby sidewalk parking            "
"2789","332_repair foundation #25                    "
"2790","332_Repairs-pool                             "
"2791","332_Replacements                             "
"2792","332_Replacmnt-carpet  &vinyl #207            "
"2793","332_Replacmnt carpet &vinyl #207             "
"2794","332_Replacmnt of landing-Bldg #11            "
"2795","332_Retainer Fee                             "
"2796","332_serviced four boilers                    "
"2797","332_Spa Heater                               "
"2798","332_sprinkler repairs                        "
"2799","332_Sprinkler repairs to entire pr           "
"2800","332_supervision                              "
"2801","332_Supervision                              "
"2802","332_Supervision 11-07                        "
"2803","332_Supervision 1207                         "
"2804","332_Supervision 3/08                         "
"2805","332_Supervision 4/08                         "
"2806","332_Televison                                "
"2807","332_Tree trimming around property            "
"2808","332_Ungrading of Unit #2111                  "
"2809","332_Upgraded Unit #2508                      "
"2810","332_Upgraded Unit# 3306                      "
"2811","332_Upgrading of Unit #207                   "
"2812","332_Upgrading of Unit #2111                  "
"2813","332_Upgrading of Unit #613                   "
"2814","332_Vehthood                                 "
"2815","332_Ventahood                                "
"2816","332_Walkie Talkie                            "
"2817","332_washer                                   "
"2818","332_Washer                                   "
"2819","332_washer  dryer                            "
"2820","332_washer & dryer                           "
"2821","332_Washer & dryer                           "
"2822","332_washer dryer                             "
"2823","332_Washer/dryer                             "
"2824","332_Washer/Dryer                             "
"2825","332_Washers-2                                "
"2826","332_Washers-3                                "
"2827","332_Washers/Dryers                           "
"2828","335_ Garage Repairs                          "
"2829","335_AC & Heat                                "
"2830","335_AC Units                                 "
"2831","335_AC& Heat                                 "
"2832","335_Building                                 "
"2833","335_Construction Travel                      "
"2834","335_Construction Travel T. Killian           "
"2835","335_Dishwasher -                             "
"2836","335_Dishwasher                               "
"2837","335_Exterior Lighting                        "
"2838","335_Field Supervision                        "
"2839","335_Furnishing                               "
"2840","335_Garage Repairs Renovation                "
"2841","335_Golf Cart                                "
"2842","335_HVAC Condensor                           "
"2843","335_Icemaker for 4205/8208                   "
"2844","335_Interior Rebuilding                      "
"2845","335_Irrigation System                        "
"2846","335_Land                                     "
"2847","335_Landscaping                              "
"2848","335_Loan Cost                                "
"2849","335_Management Fee                           "
"2850","335_Medicine Cabinets                        "
"2851","335_Mgmt Fee                                 "
"2852","335_Microwave                                "
"2853","335_Microwaves -                             "
"2854","335_Misc-Snake for Plumbing                  "
"2855","335_Misc Asset Replacement                   "
"2856","335_Office Improvements                      "
"2857","335_Paint Garages                            "
"2858","335_Playground Renovations                   "
"2859","335_Plumbing                                 "
"2860","335_Pool Area Improvement                    "
"2861","335_Pool Area Improvements                   "
"2862","335_Pool Motor                               "
"2863","335_Pool Pump Burn Out                       "
"2864","335_Property Signage                         "
"2865","335_Range #2101                              "
"2866","335_Refrigerator -                           "
"2867","335_Refrigerator                             "
"2868","335_Refurbish Volleyball Court               "
"2869","335_Roof Repairs                             "
"2870","335_Shingles & Roofing Tiles                 "
"2871","335_Signs                                    "
"2872","335_Spa Motor                                "
"2873","335_Spa Repair                               "
"2874","335_Stove                                    "
"2875","335_Structural                               "
"2876","335_Structural Steel                         "
"2877","335_Supervision                              "
"2878","335_Tennis Ct and Dog Park                   "
"2879","335100                                       "
"2880","350    C_Balconies                           "
"2881","350    C_Brick & Foundation Repairs          "
"2882","350    C_Cleaning & Grubbing                 "
"2883","350    C_Compactor Pads/Enclosures           "
"2884","350    C_Erosion Control                     "
"2885","350    C_Exterior Painting                   "
"2886","350    C_Exterior Siding                     "
"2887","350    C_Lum Sum Office Improvements         "
"2888","350    C_Lump Sum Laundry                    "
"2889","350    C_Lump Sum Playground                 "
"2890","350    C_Lump Sum Pool Area Improvements     "
"2891","350    C_Ornametal Metals                    "
"2892","350    C_Patio Fences                        "
"2893","350    C_Retaining Walls                     "
"2894","350    C_Security Gates                      "
"2895","350    C_Site Lighting                       "
"2896","350    C_Supervision                         "
"2897","350    C_Termite Treatment                   "
"2898","350    C_Tree Removal                        "
"2899","350    C_Water Distribution System           "
"2900","350    E_Communications Alarms               "
"2901","350    E_Recreational equipment              "
"2902","350    E_Telephone                           "
"2903","350    F_Furnishings                         "
"2904","350_ 16.6 cu refrigerator                    "
"2905","350_ 2.0 & 2.5 ton condensors                "
"2906","350_ Final Payment for Sign Package          "
"2907","350_ hood and 2 ranges                       "
"2908","350_ water heater                            "
"2909","350_1.5 ton                                  "
"2910","350_1.5 ton 13                               "
"2911","350_1.5 ton 13 seer condensor                "
"2912","350_105 ton 13 seer                          "
"2913","350_10B New refrige                          "
"2914","350_10D Refrig                               "
"2915","350_11/07 Supervision Fee                    "
"2916","350_15-O range repl                          "
"2917","350_15.6 cu ft refirgerator                  "
"2918","350_15.6 cu ft refrigerator                  "
"2919","350_15D full paint                           "
"2920","350_15G Refrigerator                         "
"2921","350_15M Frididaire                           "
"2922","350_19b 2.0 TON & 2.5 TON                    "
"2923","350_2 a/c units                              "
"2924","350_2 cond units 1.5                         "
"2925","350_2 ranges & hood                          "
"2926","350_2 refrigerators                          "
"2927","350_2 ton condenser                          "
"2928","350_2 ton condenser & coil                   "
"2929","350_2 water heaters                          "
"2930","350_2.0 condenser                            "
"2931","350_2.0 ton 1.5 ton 18E                      "
"2932","350_2.0 ton evapor                           "
"2933","350_20F 30 gal elec                          "
"2934","350_21P GE 16.6 CU Refrig                    "
"2935","350_22J range                                "
"2936","350_24 dishwasher                            "
"2937","350_24 estar dishwasher                      "
"2938","350_3 dishwashers                            "
"2939","350_3 refrigerators                          "
"2940","350_3 water heaters                          "
"2941","350_30 GAL. ELE.SHO                          "
"2942","350_30 Range Hood                            "
"2943","350_39054456                                 "
"2944","350_39132635                                 "
"2945","350_39224156A                                "
"2946","350_39351531A                                "
"2947","350_39382570                                 "
"2948","350_39487390                                 "
"2949","350_4 condensor units                        "
"2950","350_4 duckless vents                         "
"2951","350_5F-new refirger                          "
"2952","350_7/07 Supervision                         "
"2953","350_82-046383 dishwasher                     "
"2954","350_82-046383 range                          "
"2955","350_82-046383 refrigerator                   "
"2956","350_a/c                                      "
"2957","350_A/C & Heat                               "
"2958","350_A/C Heating                              "
"2959","350_A/C Units-3                              "
"2960","350_a/c units                                "
"2961","350_AC condensing unit                       "
"2962","350_AC Unit                                  "
"2963","350_Air Conditioning & Heat                  "
"2964","350_air hanl hood frig dw range 15           "
"2965","350_Appliances new to dwn unit #22           "
"2966","350_balcony repairs 62602 603 604            "
"2967","350_bisque range hood                        "
"2968","350_C_Flashing & Sheet Metals                "
"2969","350_C_Landscaping                            "
"2970","350_C_Lighting & Fixtures                    "
"2971","350_C_Lum Sum Office Improvements            "
"2972","350_C_Paving & Marking                       "
"2973","350_C_Supervision                            "
"2974","350_cabinets down unit 15-d                  "
"2975","350_Carpet & pad to down unit                "
"2976","350_casing for 15-d down unit                "
"2977","350_Condenser                                "
"2978","350_CONDENSER                                "
"2979","350_CONDENSER FOR 1                          "
"2980","350_condensers                               "
"2981","350_condensing unit                          "
"2982","350_condensing units/coils                   "
"2983","350_condensor                                "
"2984","350_condensor units                          "
"2985","350_Condensors-2                             "
"2986","350_Copper Evaporator Coils                  "
"2987","350_direct blower m                          "
"2988","350_dishwasher                               "
"2989","350_Dishwasher                               "
"2990","350_Dishwasher #17D                          "
"2991","350_dishwasher 07A                           "
"2992","350_dishwasher new                           "
"2993","350_dishwashers                              "
"2994","350_Dishwashers                              "
"2995","350_Down Unit repairs                        "
"2996","350_drywall repair unit 22-O                 "
"2997","350_drywall repair/paing 20-a                "
"2998","350_E_Air Conditioning & Heat                "
"2999","350_E_Dell Computer                          "
"3000","350_E_Dell Printer                           "
"3001","350_E_Dishwasher                             "
"3002","350_E_Miscellaneous Asset Replacements       "
"3003","350_E_Range/Ventahood                        "
"3004","350_E_Refrigerator/Icemaker                  "
"3005","350_E_Signs                                  "
"3006","350_E_Water Heaters                          "
"3007","350_electric range                           "
"3008","350_Expense for Fire Damage                  "
"3009","350_expense for tornado damage               "
"3010","350_F_Amenity Replacements                   "
"3011","350_F_Office Equipment                       "
"3012","350_F_Office/Clubroom Furniture              "
"3013","350_Field Supervision                        "
"3014","350_Foundation-office & building             "
"3015","350_foundation on building 8 & 21            "
"3016","350_free standing electric                   "
"3017","350_gas cylider                              "
"3018","350_GE 16.6 CU Ft                            "
"3019","350_GE 16.6 CU FT R                          "
"3020","350_gutter repairs throughout prop           "
"3021","350_Heating & A/C                            "
"3022","350_hood                                     "
"3023","350_hot water heater                         "
"3024","350_hotpoint 24                              "
"3025","350_hotpoint refrigerator                    "
"3026","350_HVAC                                     "
"3027","350_install new carpet 15D                   "
"3028","350_install new vinyl 15D                    "
"3029","350_Installed sidewalk by playgrou           "
"3030","350_irrigation main                          "
"3031","350_Landscape upgrade to grounds             "
"3032","350_Loan Costs                               "
"3033","350_Loan Orig Fee                            "
"3034","350_new carpet/pad unit 20-a                 "
"3035","350_new computer                             "
"3036","350_parts for down unit 15-d                 "
"3037","350_pavement repair & sidewalk repa          "
"3038","350_Pavement/Sidewalk Repair                 "
"3039","350_paving                                   "
"3040","350_payroll expense                          "
"3041","350_Plaster Pool                             "
"3042","350_R-22 refrig. 1.                          "
"3043","350_Range-2                                  "
"3044","350_range                                    "
"3045","350_Range                                    "
"3046","350_range & hood                             "
"3047","350_Range & Hood                             "
"3048","350_range and hood                           "
"3049","350_range and vent                           "
"3050","350_Range for #04L & #08E                    "
"3051","350_Range for apt.                           "
"3052","350_range hood                               "
"3053","350_Range Hood                               "
"3054","350_range hood and range                     "
"3055","350_range hood duct                          "
"3056","350_Range Hoods-3                            "
"3057","350_range hoods                              "
"3058","350_Range/Ventahood                          "
"3059","350_ref rge dswash unit 20-a                 "
"3060","350_Refigerator                              "
"3061","350_Refriderators                            "
"3062","350_refrig 19F/refr                          "
"3063","350_refrigerator                             "
"3064","350_Refrigerator                             "
"3065","350_Refrigerators-2                          "
"3066","350_refrigerators                            "
"3067","350_reinb/lock for shop door                 "
"3068","350_Renovations HD Inv#43500301              "
"3069","350_Repair-brickwork fr 5ct bldgs            "
"3070","350_Repair-concrete cracks@parking           "
"3071","350_repairs for down unit 15-d               "
"3072","350_replace metal/Gate                       "
"3073","350_replace scrubs and added mulch           "
"3074","350_replaced condensor                       "
"3075","350_replacement refrig                       "
"3076","350_Restriping pavemnt marking               "
"3077","350_Roof Damage Replacement                  "
"3078","350_Sand for vollyball court                 "
"3079","350_service                                  "
"3080","350_stair treads concrete                    "
"3081","350_supervision                              "
"3082","350_Supervision                              "
"3083","350_Supervision 1207                         "
"3084","350_Supervision 2/08                         "
"3085","350_Supervision 3/08                         "
"3086","350_Supervision 5/08                         "
"3087","350_Supervision Fire Damage                  "
"3088","350_Supervision Tornado damage               "
"3089","350_Supervisory                              "
"3090","350_three 2 ton condensers                   "
"3091","350_three water heaters                      "
"3092","350_toilet replacements                      "
"3093","350_tuckpoint brick 20 & 22                  "
"3094","350_two 2ton seer                            "
"3095","350_two refrigerators                        "
"3096","350_two water heaters                        "
"3097","350_Venthoods-3                              "
"3098","350_Venthoods-5                              "
"3099","350_water heater                             "
"3100","350_Water heater                             "
"3101","350_Water Heater                             "
"3102","350_Water Heaters-2                          "
"3103","350_water heaters                            "
"3104","350_Water Heaters                            "
"3105","350_water heaters #07E & 08E                 "
"3106","350_water heaters 2                          "
"3107","350_york 1.5 ton 13                          "
"3108","350_york 1.5(04B) a                          "
"3109","350_YORK 1.5/2.0 TO                          "
"3110","350_YORK 2.0 TON 13                          "
"3111","352    C_Concrete Foundations                "
"3112","352    C_Paving & Marking                    "
"3113","352    C_Site Lighting                       "
"3114","352    C_Supervision                         "
"3115","352    C_Wood Stair Assemblies               "
"3116","352_ Air Handler                             "
"3117","352_ Range                                   "
"3118","352_ Ranges                                  "
"3119","352_ Refrigerators                           "
"3120","352_ Washer/Dryer                            "
"3121","352_1 dishwasher                             "
"3122","352_1 Dishwasher                             "
"3123","352_1 refrigerator                           "
"3124","352_1 stackable washer                       "
"3125","352_1 water heater                           "
"3126","352_13 boxs filters                          "
"3127","352_2 air condition                          "
"3128","352_2 Ranges/4 VentHoods                     "
"3129","352_2 refrigerators                          "
"3130","352_2 Refrigerators                          "
"3131","352_2 water heater                           "
"3132","352_2 water heaters                          "
"3133","352_2.5 Ton condenser                        "
"3134","352_20% contract-Sewr lines replac           "
"3135","352_2nd Draw contract-Sewer Lines            "
"3136","352_3 water heaters                          "
"3137","352_3rd & 4th &Final draws fr Sewer Line     "
"3138","352_4th &Final Draw-contract#HC00-           "
"3139","352_50% down exterior painting               "
"3140","352_A/C                                      "
"3141","352_A/C Unit                                 "
"3142","352_A/C Units                                "
"3143","352_AC Units-6                               "
"3144","352_Air Conditioning & Heat                  "
"3145","352_Brick & Foundation Repairs               "
"3146","352_C_Exterior Siding                        "
"3147","352_C_Sanitary Sewer Systems                 "
"3148","352_C_Shingles & Roofing Tiles               "
"3149","352_C_Supervision                            "
"3150","352_Carpet Cleaner                           "
"3151","352_Concrete - Pool Renovations              "
"3152","352_Concrete Paving                          "
"3153","352_Concrete slab w                          "
"3154","352_Condenser & air handler                  "
"3155","352_Condensers-2                             "
"3156","352_Condensers-3                             "
"3157","352_Condensers-5  Air Handler-2              "
"3158","352_Condensors                               "
"3159","352_Construction Travel                      "
"3160","352_Dishwasher                               "
"3161","352_Dishwashers-2                            "
"3162","352_Dishwashers                              "
"3163","352_E_Air Conditioning & Heat                "
"3164","352_E_Dishwasher                             "
"3165","352_E_Range/Ventahood                        "
"3166","352_E_Refrigerator/Icemaker                  "
"3167","352_E_Washer/Dryer                           "
"3168","352_E_Water Heaters                          "
"3169","352_Elec Power                               "
"3170","352_Electrical Replacments                   "
"3171","352_Exterior Painting                        "
"3172","352_Exterior Siding                          "
"3173","352_F_Furnishings                            "
"3174","352_Field Supervision                        "
"3175","352_Foundaton repairs-25ct pilings           "
"3176","352_HVAC Air Handler                         "
"3177","352_HVAC Materials                           "
"3178","352_Install sidewalk arund sewer             "
"3179","352_Installation of drainage work            "
"3180","352_Interior Rebuilding                      "
"3181","352_Landscaping                              "
"3182","352_Landscaping at office                    "
"3183","352_Landscaping Rehab                        "
"3184","352_Misc Asset                               "
"3185","352_Office Equipment                         "
"3186","352_Office Furniture                         "
"3187","352_Office/Clubroom Furniture                "
"3188","352_Outdoor Furniture                        "
"3189","352_Paint Sprayer                            "
"3190","352_Paving &Marking                          "
"3191","352_Plumbing Slab Leak                       "
"3192","352_Pool Area                                "
"3193","352_Pool Deck Renovations                    "
"3194","352_Pool Renovations                         "
"3195","352_Purchasd pool furnitur fr prop           "
"3196","352_Range                                    "
"3197","352_Range & Vent Hood                        "
"3198","352_Range & Ventahood                        "
"3199","352_Range/ Ventahood                         "
"3200","352_Range/Ventahood                          "
"3201","352_Ranges                                   "
"3202","352_Ranges/Ventahoods                        "
"3203","352_Refirgerator/Icemaker                    "
"3204","352_Refrigerator                             "
"3205","352_Refrigerators-2                          "
"3206","352_Refrigerators-3                          "
"3207","352_Refrigerators                            "
"3208","352_Rehab Renovations                        "
"3209","352_Rehab Repairs/Materials                  "
"3210","352_Rehabl Materials                         "
"3211","352_Retainag frm Inv1752 & 1801 & 1837       "
"3212","352_Retainag frm Inv1752 & 801 & 1837        "
"3213","352_Roof Replacement                         "
"3214","352_Roof Replacment                          "
"3215","352_Roof Replcment/Repairs                   "
"3216","352_Screens for phase 1801                   "
"3217","352_Screens for phase 1901                   "
"3218","352_Shingles & Roofing Tiles                 "
"3219","352_Stackable Washer/Dryer                   "
"3220","352_Storm Drainage                           "
"3221","352_Storm Drainage installation              "
"3222","352_supervision                              "
"3223","352_Supervision                              "
"3224","352_Supervision 5/08                         "
"3225","352_Supervision 6/08                         "
"3226","352_Supervision 7/08                         "
"3227","352_Supervision Fees                         "
"3228","352_Supervison                               "
"3229","352_Supervison 12/08                         "
"3230","352_Supervisor                               "
"3231","352_Washer & Dryer                           "
"3232","352_Washer/dryer                             "
"3233","352_Washer/Dryer                             "
"3234","352_Washers/Dryers                           "
"3235","352_Water heater                             "
"3236","352_Water Heater                             "
"3237","352_Water Heaters                            "
"3238","352_Wood Stair                               "
"3239","352_Wood Stair Assemblies                    "
"3240","352_Wood Stairs Assemblies                   "
"3241","355    C_Architectural Woodwork              "
"3242","355    C_Cleaning & Grubbing                 "
"3243","355    C_Concrete Pool Deck                  "
"3244","355    C_Concrete Sidewalks                  "
"3245","355    C_Exterior Lightings                  "
"3246","355    C_Exterior Siding                     "
"3247","355    C_Paving & Marking                    "
"3248","355    C_Perimeter Fencing                   "
"3249","355    C_Plumbing                            "
"3250","355    C_Preliminary Designs                 "
"3251","355    C_Security Gates                      "
"3252","355    C_Supervision                         "
"3253","355    C_Surveying                           "
"3254","355    E_Communications Alarms               "
"3255","355    F_Furniture & Accessories             "
"3256","355    F_Outdoor Furniture                   "
"3257","355 _Pressure washer                         "
"3258","355 1135 water heater                        "
"3259","355_ A/C portable                            "
"3260","355_ TWO WATER HEATER                        "
"3261","355_0021990 Purchases                        "
"3262","355_1051 Fridge                              "
"3263","355_1052 dishwasher                          "
"3264","355_1061 & 355_2107 & 355_1139               "
"3265","355_1074 FRIG                                "
"3266","355_13 seer 1.5 ton air handler              "
"3267","355_2 1.5 CONDENSERS                         "
"3268","355_2 CONDENSORS                             "
"3269","355_2 STOVES                                 "
"3270","355_2 ton condenser                          "
"3271","355_2 ton condensor                          "
"3272","355_2024 & 2140 DIS                          "
"3273","355_2074 hot water heater                    "
"3274","355_3 condensors                             "
"3275","355_3 water heaters                          "
"3276","355_a/c unit                                 "
"3277","355_AC Unit                                  "
"3278","355_air conditioner                          "
"3279","355_appliances 1046 2046 2048                "
"3280","355_appliances for 2071 2106 1106            "
"3281","355_bisque range hood                        "
"3282","355_Building Damage Repair                   "
"3283","355_C_Balconies                              "
"3284","355_C_Concrete Foundations                   "
"3285","355_C_Exterior Painting                      "
"3286","355_C_Exterior Siding                        "
"3287","355_C_Lighting & Fixtures                    "
"3288","355_C_Lum Sum Office Improvements            "
"3289","355_C_Metal Fabrications                     "
"3290","355_C_Paving & Marking                       "
"3291","355_C_Perimeter Fencing                      "
"3292","355_C_Storm Drainage Systems                 "
"3293","355_C_Supervision                            "
"3294","355_cabinest for down units                  "
"3295","355_cabinet & counter top unit for 2071      "
"3296","355_cabinets down 2106 1106 2071             "
"3297","355_cabinets down units 2048 2046            "
"3298","355_cabinets for down units                  "
"3299","355_carpet pad 1046 2048 2046 2106           "
"3300","355_coil unit repla                          "
"3301","355_compressor                               "
"3302","355_condenser                                "
"3303","355_CONDENSER                                "
"3304","355_condensers                               "
"3305","355_CONDENSERS                               "
"3306","355_CONDENSOR                                "
"3307","355_CONDENSOR #2087                          "
"3308","355_Condensors                               "
"3309","355_Const. Supervision                       "
"3310","355_Demo & Remove old tennis court           "
"3311","355_dishwasher                               "
"3312","355_Dishwasher                               "
"3313","355_DISHWASHER                               "
"3314","355_dishwasher 1068                          "
"3315","355_DISHWASHERS #11                          "
"3316","355_dishwashser                              "
"3317","355_E_Air Conditioning & Heat                "
"3318","355_E_Dishwasher                             "
"3319","355_E_Miscellaneous Asset Replacements       "
"3320","355_E_Range/Ventahood                        "
"3321","355_E_Recreational equipment                 "
"3322","355_E_Refrigerator/Icemaker                  "
"3323","355_E_Signs                                  "
"3324","355_E_Water Heaters                          "
"3325","355_Electronic charging scale & vortex       "
"3326","355_entry doors 1106 and 2071                "
"3327","355_F_Furnishings                            "
"3328","355_F_Office Equipment                       "
"3329","355_fax/copier/scanner                       "
"3330","355_Foundation rprs 4bldging                 "
"3331","355_FRIG                                     "
"3332","355_FRIG 1018                                "
"3333","355_FRIG 1136                                "
"3334","355_Furniture                                "
"3335","355_Gate repair                              "
"3336","355_GATE REPLACEMENT                         "
"3337","355_Goodman 2 ton                            "
"3338","355_gravel                                   "
"3339","355_hardware & supplies for down u           "
"3340","355_hardware & supplies for down units       "
"3341","355_hardware/supplies unit 2106              "
"3342","355_HBB3392 Purchases                        "
"3343","355_hdw & supplies down unit 2071            "
"3344","355_hdwr & supplies down unit 1106           "
"3345","355_hood                                     "
"3346","355_HOT WATER HEATE                          "
"3347","355_HVAC equipment                           "
"3348","355_install carpet down unit 1048            "
"3349","355_install new TR-                          "
"3350","355_Install pavestone bed                    "
"3351","355_install vinyl & carpet                   "
"3352","355_Ladder                                   "
"3353","355_Landscaping cleanup                      "
"3354","355_lat fee for cabinet invoice              "
"3355","355_Loan Costs                               "
"3356","355_Mileage Reimb.                           "
"3357","355_MODEL FURNITURE                          "
"3358","355_Office Equipment                         "
"3359","355_Office Landscape remodel                 "
"3360","355_payroll expense                          "
"3361","355_PRESSURE WASHER                          "
"3362","355_Printer                                  "
"3363","355_Purchases                                "
"3364","355_range                                    "
"3365","355_Range                                    "
"3366","355_range and hood                           "
"3367","355_range hood                               "
"3368","355_Range Hood                               "
"3369","355_ref  range  ds wash unit 1105            "
"3370","355_Refridgerator                            "
"3371","355_refrigerator                             "
"3372","355_Refrigerator                             "
