assetno,descr,svcdate,cost,boyaccumdepr,depr2013,yecccumdepr,taxnbv,deprmeth,life,propno,group,yearsinsvc,remyears,diminimusnbv,supervision,suprnbv
33,Overhead Door                                ,12/31/2010,333.00,24.72,12.11,36.83,296.17,S/L,27.5,335,Capital Improvements,3.00,24.50,0.00,N,0.00
34,Pool Repair                                  ,12/31/2010,2149.36,2149.36,0.00,2149.36,0.00,150DB,15.0,335,Capital Improvements,3.00,12.00,0.00,N,0.00
35,Renovation Supervision                       ,12/31/2010,564.30,41.89,20.52,62.41,501.89,S/L,27.5,335,Capital Improvements,3.00,24.50,0.00,Y,501.89
36,335100                                       ,9/1/2011,1502.97,70.59,54.65,125.24,1377.73,S/L,27.5,335,Capital Improvements,2.33,25.17,0.00,N,0.00
37,335_ Garage Repairs                          ,1/6/2011,258.00,258.00,0.00,258.00,0.00,200DB,5.0,335,Equipment,2.99,2.01,0.00,N,0.00
38,335_AC & Heat                                ,2/3/2011,70.57,4.82,2.57,7.39,63.18,S/L,27.5,335,Equipment,2.91,24.59,63.18,N,0.00
39,335_AC Units                                 ,4/30/2011,605.36,37.60,22.01,59.61,545.75,S/L,27.5,335,Equipment,2.67,24.83,0.00,N,0.00
40,335_AC& Heat                                 ,3/14/2011,637.32,41.53,23.18,64.71,572.61,S/L,27.5,335,Equipment,2.80,24.70,0.00,N,0.00
41,335_Construction Travel                      ,1/26/2011,275.31,19.60,10.01,29.61,245.70,S/L,27.5,335,Capital Improvements,2.93,24.57,0.00,N,0.00
42,335_Construction Travel                      ,2/28/2011,231.00,15.75,8.40,24.15,206.85,S/L,27.5,335,Capital Improvements,2.84,24.66,0.00,N,0.00
43,335_Construction Travel T. Killian           ,4/22/2011,331.50,20.59,12.05,32.64,298.86,S/L,27.5,335,Capital Improvements,2.70,24.80,0.00,N,0.00
44,335_Dishwasher                               ,3/23/2011,214.00,214.00,0.00,214.00,0.00,200DB,5.0,335,Equipment,2.78,2.22,0.00,N,0.00
45,335_Dishwasher                               ,3/29/2011,433.00,433.00,0.00,433.00,0.00,200DB,5.0,335,Equipment,2.76,2.24,0.00,N,0.00
46,                                             ,4/20/2011,413.55,25.69,15.04,40.73,372.82,S/L,27.5,335,Capital Improvements,2.70,24.80,0.00,N,0.00
47,335_Exterior Lighting                        ,1/31/2011,168.81,168.81,0.00,168.81,0.00,150DB,15.0,335,Equipment,2.92,12.08,0.00,N,0.00
48,335_Exterior Lighting                        ,2/10/2011,232.08,232.08,0.00,232.08,0.00,150DB,15.0,335,Capital Improvements,2.89,12.11,0.00,N,0.00
49,335_Exterior Lighting                        ,2/10/2011,1366.31,1366.31,0.00,1366.31,0.00,150DB,15.0,335,Capital Improvements,2.89,12.11,0.00,N,0.00
50,335_Exterior Lighting                        ,3/18/2011,4404.76,4404.76,0.00,4404.76,0.00,150DB,15.0,335,Capital Improvements,2.79,12.21,0.00,N,0.00
51,335_Field Supervision                        ,1/4/2011,3934.73,280.20,143.08,423.28,3511.45,S/L,27.5,335,Capital Improvements,2.99,24.51,0.00,Y,3511.45
52,335_Field Supervision                        ,2/15/2011,3564.47,243.03,129.62,372.65,3191.82,S/L,27.5,335,Capital Improvements,2.88,24.62,0.00,Y,3191.82
53,335_Field Supervision                        ,3/29/2011,3467.34,225.91,126.09,352.00,3115.34,S/L,27.5,335,Capital Improvements,2.76,24.74,0.00,Y,3115.34
54,335_Field Supervision                        ,4/25/2011,2325.42,144.46,84.56,229.02,2096.40,S/L,27.5,335,Capital Improvements,2.69,24.81,0.00,Y,2096.40
55,335_Furnishing                               ,1/4/2011,748.99,748.99,0.00,748.99,0.00,200DB,5.0,335,Equipment,2.99,2.01,0.00,N,0.00
56,335_Garage Repairs Renovation                ,4/18/2011,24116.00,1498.12,876.95,2375.07,21740.93,S/L,27.5,335,Capital Improvements,2.71,24.79,0.00,N,0.00
57,335_Golf Cart                                ,3/23/2011,3064.48,3064.48,0.00,3064.48,0.00,200DB,5.0,335,Equipment,2.78,2.22,0.00,N,0.00
58,335_Interior Rebuilding                      ,2/15/2011,380.04,25.91,13.82,39.73,340.31,S/L,27.5,335,Capital Improvements,2.88,24.62,0.00,N,0.00
59,335_Irrigation System                        ,1/12/2011,204.10,204.10,0.00,204.10,0.00,150DB,15.0,335,Capital Improvements,2.97,12.03,0.00,N,0.00
60,335_Landscaping                              ,3/8/2011,17518.50,17518.50,0.00,17518.50,0.00,150DB,15.0,335,Capital Improvements,2.82,12.18,0.00,N,0.00
61,335_Landscaping                              ,3/8/2011,26125.50,26125.50,0.00,26125.50,0.00,150DB,15.0,335,Capital Improvements,2.82,12.18,0.00,N,0.00
62,335_Landscaping                              ,3/8/2011,280.00,280.00,0.00,280.00,0.00,150DB,15.0,335,Capital Improvements,2.82,12.18,0.00,N,0.00
63,335_Medicine Cabinets                        ,4/12/2011,506.72,31.48,18.43,49.91,456.81,S/L,27.5,335,Capital Improvements,2.72,24.78,0.00,N,0.00
64,335_Mgmt Fee                                 ,1/31/2011,651.90,46.43,23.71,70.14,581.76,S/L,27.5,335,Capital Improvements,2.92,24.58,0.00,N,0.00
65,335_Mgmt Fee                                 ,2/28/2011,1340.40,91.39,48.74,140.13,1200.27,S/L,27.5,335,Capital Improvements,2.84,24.66,0.00,N,0.00
66,335_Mgmt Fee                                 ,3/31/2011,6895.10,449.23,250.73,699.96,6195.14,S/L,27.5,335,Capital Improvements,2.76,24.74,0.00,N,0.00
67,335_Mgmt Fee                                 ,4/30/2011,8069.00,501.26,293.42,794.68,7274.32,S/L,27.5,335,Capital Improvements,2.67,24.83,0.00,N,0.00
68,335_Microwave                                ,2/3/2011,345.00,345.00,0.00,345.00,0.00,200DB,5.0,335,Equipment,2.91,2.09,0.00,N,0.00
69,335_Microwave                                ,3/11/2011,170.00,170.00,0.00,170.00,0.00,200DB,5.0,335,Equipment,2.81,2.19,0.00,N,0.00
70,335_Microwave                                ,3/23/2011,175.00,175.00,0.00,175.00,0.00,200DB,5.0,335,Equipment,2.78,2.22,0.00,N,0.00
71,335_Misc Asset Replacement                   ,3/14/2011,29.68,29.68,0.00,29.68,0.00,200DB,5.0,335,Equipment,2.80,2.20,0.00,N,0.00
72,335_Misc-Snake for Plumbing                  ,2/24/2011,429.00,429.00,0.00,429.00,0.00,200DB,5.0,335,Equipment,2.85,2.15,0.00,N,0.00
73,335_Office Improvements                      ,2/4/2011,85.35,5.82,3.10,8.92,76.43,S/L,27.5,335,Capital Improvements,2.91,24.59,76.43,N,0.00
74,335_Paint Garages                            ,4/25/2011,37800.00,2348.19,1374.55,3722.74,34077.26,S/L,27.5,335,Capital Improvements,2.69,24.81,0.00,N,0.00
75,335_Playground Renovations                   ,4/6/2011,3550.00,3550.00,0.00,3550.00,0.00,150DB,15.0,335,Capital Improvements,2.74,12.26,0.00,N,0.00
76,335_Plumbing                                 ,2/10/2011,1288.65,87.86,46.86,134.72,1153.93,S/L,27.5,335,Capital Improvements,2.89,24.61,0.00,N,0.00
77,335_Pool Area Improvement                    ,3/8/2011,639.65,639.65,0.00,639.65,0.00,150DB,15.0,335,Capital Improvements,2.82,12.18,0.00,N,0.00
78,335_Pool Area Improvements                   ,2/4/2011,57.83,57.83,0.00,57.83,0.00,150DB,15.0,335,Capital Improvements,2.91,12.09,0.00,N,0.00
79,335_Pool Motor                               ,2/14/2011,98.80,98.80,0.00,98.80,0.00,150DB,15.0,335,Capital Improvements,2.88,12.12,0.00,N,0.00
80,335_Pool Pump Burn Out                       ,4/25/2011,975.80,975.80,0.00,975.80,0.00,150DB,15.0,335,Capital Improvements,2.69,12.31,0.00,N,0.00
81,335_Property Signage                         ,3/29/2011,7918.85,7918.85,0.00,7918.85,0.00,150DB,15.0,335,Capital Improvements,2.76,12.24,0.00,N,0.00
82,335_Range #2101                              ,1/19/2011,414.00,414.00,0.00,414.00,0.00,200DB,5.0,335,Equipment,2.95,2.05,0.00,N,0.00
83,335_Refrigerator                             ,4/4/2011,503.00,503.00,0.00,503.00,0.00,200DB,5.0,335,Equipment,2.75,2.25,0.00,N,0.00
84,335_Refrigerator                             ,4/12/2011,503.00,503.00,0.00,503.00,0.00,200DB,5.0,335,Equipment,2.72,2.28,0.00,N,0.00
85,335_Refurbish Volleyball Court               ,2/28/2011,3790.00,3790.00,0.00,3790.00,0.00,150DB,15.0,335,Capital Improvements,2.84,12.16,0.00,N,0.00
86,335_Roof Repairs                             ,4/25/2011,4661.66,289.58,169.51,459.09,4202.57,S/L,27.5,335,Capital Improvements,2.69,24.81,0.00,N,0.00
87,335_Shingles & Roofing Tiles                 ,3/18/2011,4114.80,268.09,149.63,417.72,3697.08,S/L,27.5,335,Capital Improvements,2.79,24.71,0.00,N,0.00
88,335_Signs                                    ,2/10/2011,315.00,315.00,0.00,315.00,0.00,200DB,5.0,335,Equipment,2.89,2.11,0.00,N,0.00
89,335_Signs                                    ,2/10/2011,6575.00,6575.00,0.00,6575.00,0.00,200DB,5.0,335,Equipment,2.89,2.11,0.00,N,0.00
90,335_Spa Motor                                ,1/12/2011,587.18,587.18,0.00,587.18,0.00,200DB,5.0,335,Equipment,2.97,2.03,0.00,N,0.00
91,335_Spa Repair                               ,1/31/2011,192.97,192.97,0.00,192.97,0.00,200DB,5.0,335,Equipment,2.92,2.08,0.00,N,0.00
92,335_Stove                                    ,3/8/2011,414.00,414.00,0.00,414.00,0.00,200DB,5.0,335,Equipment,2.82,2.18,0.00,N,0.00
93,335_Structural                               ,3/24/2011,281.92,18.37,10.25,28.62,253.30,S/L,27.5,335,Capital Improvements,2.78,24.72,0.00,N,0.00
94,335_Structural Steel                         ,1/26/2011,148.73,10.59,5.41,16.00,132.73,S/L,27.5,335,Capital Improvements,2.93,24.57,132.73,N,0.00
95,335_Tennis Ct and Dog Park                   ,4/25/2011,6516.50,6516.50,0.00,6516.50,0.00,150DB,15.0,335,Capital Improvements,2.69,12.31,0.00,N,0.00
96,8110 Dishwasher                              ,12/1/2011,219.00,219.00,0.00,219.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.08,2.92,0.00,N,0.00
97,Air Conditioning & Heat                      ,5/1/2011,1599.87,94.54,58.18,152.72,1447.15,S/L,27.5,335,Capital Improvements,2.67,24.83,0.00,N,0.00
98,Air Conditioning & Heat                      ,6/1/2011,2958.32,165.85,107.58,273.43,2684.89,S/L,27.5,335,Capital Improvements,2.59,24.91,0.00,N,0.00
99,Air Conditioning & Heat                      ,7/1/2011,579.00,30.70,21.05,51.75,527.25,S/L,27.5,335,Capital Improvements,2.50,25.00,0.00,N,0.00
100,Air Conditioning & Heat                      ,8/1/2011,2457.31,122.87,89.36,212.23,2245.08,S/L,27.5,335,Capital Improvements,2.42,25.08,0.00,N,0.00
101,Balconies                                    ,6/1/2011,430.00,24.11,15.64,39.75,390.25,S/L,27.5,335,Capital Improvements,2.59,24.91,0.00,N,0.00
102,Balconies                                    ,8/1/2011,22061.34,1103.07,802.23,1905.30,20156.04,S/L,27.5,335,Capital Improvements,2.42,25.08,0.00,N,0.00
103,Balconies                                    ,9/1/2011,1500.00,70.46,54.55,125.01,1374.99,S/L,27.5,335,Capital Improvements,2.33,25.17,0.00,N,0.00
104,Balconies                                    ,10/1/2011,25618.08,1125.65,931.57,2057.22,23560.86,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,N,0.00
105,Check Scanner                                ,6/1/2011,728.25,728.25,0.00,728.25,0.00,200DB,7.0,335,Equipment,2.59,4.41,0.00,N,0.00
106,Clubhouse Pavers & Pool Improvements         ,8/1/2011,9081.81,9081.81,0.00,9081.81,0.00,150DB,15.0,335,Land Improvements,2.42,12.58,0.00,N,0.00
107,Construction Travel                          ,5/1/2011,178.50,10.55,6.49,17.04,161.46,S/L,27.5,335,Capital Improvements,2.67,24.83,161.46,N,0.00
108,Construction Travel                          ,6/1/2011,456.50,25.59,16.60,42.19,414.31,S/L,27.5,335,Capital Improvements,2.59,24.91,0.00,N,0.00
109,Construction Travel                          ,7/1/2011,408.00,21.64,14.84,36.48,371.52,S/L,27.5,335,Capital Improvements,2.50,25.00,0.00,N,0.00
110,Construction Travel                          ,9/1/2011,322.05,15.13,11.71,26.84,295.21,S/L,27.5,335,Capital Improvements,2.33,25.17,0.00,N,0.00
111,Construction Travel                          ,10/1/2011,244.08,10.73,8.88,19.61,224.47,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,N,0.00
112,Dec Mgmt Fee                                 ,12/1/2011,728.63,27.60,26.50,54.10,674.53,S/L,27.5,335,Capital Improvements,2.08,25.42,0.00,N,0.00
113,Dishwasher                                   ,11/1/2011,219.00,219.00,0.00,219.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.17,2.83,0.00,N,0.00
114,Dishwashers                                  ,6/1/2011,696.00,696.00,0.00,696.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.59,2.41,0.00,N,0.00
115,Dishwashers                                  ,8/1/2011,438.00,438.00,0.00,438.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.42,2.58,0.00,N,0.00
116,Drywall Repairs                              ,8/1/2011,3272.94,163.65,119.02,282.67,2990.27,S/L,27.5,335,Capital Improvements,2.42,25.08,0.00,N,0.00
117,Electrical                                   ,10/1/2011,956.20,42.01,34.77,76.78,879.42,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,N,0.00
118,Electrical Repairs                           ,12/1/2011,580.00,21.97,21.09,43.06,536.94,S/L,27.5,335,Capital Improvements,2.08,25.42,0.00,N,0.00
119,Exterior Lighting                            ,8/1/2011,1390.00,1390.00,0.00,1390.00,0.00,150DB,15.0,335,Capital Improvements,2.42,12.58,0.00,N,0.00
120,Exterior Lighting                            ,10/1/2011,325.00,325.00,0.00,325.00,0.00,150DB,15.0,335,Capital Improvements,2.25,12.75,0.00,N,0.00
121,Exterior Painting                            ,10/1/2011,14790.00,649.87,537.82,1187.69,13602.31,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,N,0.00
122,Fascia & Soffit                              ,10/1/2011,3998.34,175.68,145.39,321.07,3677.27,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,N,0.00
123,Field Supervision                            ,5/1/2011,1502.97,88.81,54.65,143.46,1359.51,S/L,27.5,335,Capital Improvements,2.67,24.83,0.00,Y,1359.51
124,Field Supervision                            ,6/1/2011,1932.40,108.33,70.27,178.60,1753.80,S/L,27.5,335,Capital Improvements,2.59,24.91,0.00,Y,1753.80
125,Field Supervision                            ,7/1/2011,2576.54,136.63,93.69,230.32,2346.22,S/L,27.5,335,Capital Improvements,2.50,25.00,0.00,Y,2346.22
126,Field Supervision                            ,8/1/2011,1502.97,75.15,54.65,129.80,1373.17,S/L,27.5,335,Capital Improvements,2.42,25.08,0.00,Y,1373.17
127,Field Supervision                            ,10/1/2011,3650.09,160.38,132.73,293.11,3356.98,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,Y,3356.98
128,Field Supervision                            ,11/1/2011,3220.67,131.76,117.12,248.88,2971.79,S/L,27.5,335,Capital Improvements,2.17,25.33,0.00,Y,2971.79
129,Field Supervision- Dec                       ,12/1/2011,1717.69,65.06,62.46,127.52,1590.17,S/L,27.5,335,Capital Improvements,2.08,25.42,0.00,Y,1590.17
130,Fitness Equipment                            ,6/1/2011,10052.00,10052.00,0.00,10052.00,0.00,200DB,5.0,335,Equipment,2.59,2.41,0.00,N,0.00
131,Garage lights and electric renovations       ,6/1/2011,10184.82,570.97,370.36,941.33,9243.49,S/L,27.5,335,Capital Improvements,2.59,24.91,0.00,N,0.00
132,Garage Signs                                 ,12/1/2011,639.86,639.86,0.00,639.86,0.00,200DB,5.0,335,Land Improvements,2.08,2.92,0.00,N,0.00
133,Inspection                                   ,8/1/2011,9980.15,499.00,362.91,861.91,9118.24,S/L,27.5,335,Capital Improvements,2.42,25.08,0.00,N,0.00
134,Interior Painting-2104 Demo water damage     ,5/1/2011,5324.55,314.63,193.62,508.25,4816.30,S/L,27.5,335,Capital Improvements,2.67,24.83,0.00,N,0.00
135,Interior Painting-Apt Int                    ,9/1/2011,11972.58,562.35,435.37,997.72,10974.86,S/L,27.5,335,Capital Improvements,2.33,25.17,0.00,N,0.00
136,Irrigation System                            ,8/1/2011,6208.72,6208.72,0.00,6208.72,0.00,150DB,15.0,335,Land Improvements,2.42,12.58,0.00,N,0.00
137,Irrigation System                            ,10/1/2011,220.00,220.00,0.00,220.00,0.00,150DB,15.0,335,Land Improvements,2.25,12.75,0.00,N,0.00
138,Irrigation System/Motor replacement          ,5/1/2011,557.00,557.00,0.00,557.00,0.00,150DB,15.0,335,Land Improvements,2.67,12.33,0.00,N,0.00
139,Irrigation/ Well Repair                      ,11/1/2011,2550.00,2550.00,0.00,2550.00,0.00,150DB,15.0,335,Land Improvements,2.17,12.83,0.00,N,0.00
140,Landscaping-Pool                             ,12/1/2011,9000.00,9000.00,0.00,9000.00,0.00,150DB,15.0,335,Land Improvements,2.08,12.92,0.00,N,0.00
141,Landscaping-Site                             ,10/1/2011,3560.00,3560.00,0.00,3560.00,0.00,150DB,15.0,335,Land Improvements,2.25,12.75,0.00,N,0.00
142,Lump Sum Office Improv-Interior Decorato     ,5/1/2011,16146.83,954.13,587.16,1541.29,14605.54,S/L,27.5,335,Capital Improvements,2.67,24.83,0.00,N,0.00
143,Membrane Roofing                             ,8/1/2011,2125.00,106.25,77.27,183.52,1941.48,S/L,27.5,335,Capital Improvements,2.42,25.08,0.00,N,0.00
144,Microwaves                                   ,5/1/2011,505.00,505.00,0.00,505.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.67,2.33,0.00,N,0.00
145,Microwaves                                   ,6/1/2011,175.00,175.00,0.00,175.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.59,2.41,0.00,N,0.00
146,Microwaves                                   ,7/1/2011,350.00,350.00,0.00,350.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.50,2.50,0.00,N,0.00
147,Microwaves                                   ,8/1/2011,350.00,350.00,0.00,350.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.42,2.58,0.00,N,0.00
148,Microwaves                                   ,9/1/2011,525.00,525.00,0.00,525.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.33,2.67,0.00,N,0.00
149,Mileage                                      ,12/1/2011,242.25,9.18,8.81,17.99,224.26,S/L,27.5,335,Capital Improvements,2.08,25.42,0.00,N,0.00
150,Nov Mgmt Fee                                 ,11/1/2011,931.29,38.10,33.87,71.97,859.32,S/L,27.5,335,Capital Improvements,2.17,25.33,0.00,N,0.00
151,Painting                                     ,10/1/2011,295.00,295.00,0.00,295.00,0.00,150DB,15.0,335,Land Improvements,2.25,12.75,0.00,N,0.00
152,Paving & Marking                             ,8/1/2011,7859.00,7859.00,0.00,7859.00,0.00,150DB,15.0,335,Land Improvements,2.42,12.58,0.00,N,0.00
153,Pool & Fence Renovations                     ,5/1/2011,27500.00,27500.00,0.00,27500.00,0.00,150DB,15.0,335,Land Improvements,2.67,12.33,0.00,N,0.00
154,Pool Renovations                             ,5/1/2011,11000.00,11000.00,0.00,11000.00,0.00,150DB,15.0,335,Land Improvements,2.67,12.33,0.00,N,0.00
155,Pool Work                                    ,11/1/2011,9260.00,9260.00,0.00,9260.00,0.00,150DB,15.0,335,Land Improvements,2.17,12.83,0.00,N,0.00
156,Pools & Fountains                            ,8/1/2011,19433.39,19433.39,0.00,19433.39,0.00,150DB,15.0,335,Land Improvements,2.42,12.58,0.00,N,0.00
157,Property Painting                            ,5/1/2011,283617.74,16759.23,10313.37,27072.60,256545.14,S/L,27.5,335,Capital Improvements,2.67,24.83,0.00,N,0.00
158,Range/Ventahood                              ,6/1/2011,414.00,414.00,0.00,414.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.59,2.41,0.00,N,0.00
159,Refrigerator #5101                           ,11/1/2011,503.00,503.00,0.00,503.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.17,2.83,0.00,N,0.00
160,Refrigerator/Icemaker                        ,5/1/2011,1504.00,1504.00,0.00,1504.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.67,2.33,0.00,N,0.00
161,Refrigerator/Icemaker                        ,6/1/2011,503.00,503.00,0.00,503.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.59,2.41,0.00,N,0.00
162,Refrigerator/Icemaker                        ,7/1/2011,1415.00,1415.00,0.00,1415.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.50,2.50,0.00,N,0.00
163,Refrigerator/Icemaker                        ,8/1/2011,2515.00,2515.00,0.00,2515.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.42,2.58,0.00,N,0.00
164,Refrigerator/Icemaker                        ,9/1/2011,508.00,508.00,0.00,508.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.33,2.67,0.00,N,0.00
165,Refrigerator/Icemaker                        ,10/1/2011,488.00,488.00,0.00,488.00,0.00,200DB,5.0,335,Furniture & Fixtures,2.25,2.75,0.00,N,0.00
166,Repairs to Front                             ,11/1/2011,953.83,39.02,34.68,73.70,880.13,S/L,27.5,335,Capital Improvements,2.17,25.33,0.00,N,0.00
167,Roof Repairs                                 ,7/1/2011,2593.75,137.55,94.32,231.87,2361.88,S/L,27.5,335,Capital Improvements,2.50,25.00,0.00,N,0.00
168,Roof Repairs                                 ,8/1/2011,4225.00,211.25,153.64,364.89,3860.11,S/L,27.5,335,Capital Improvements,2.42,25.08,0.00,N,0.00
169,Roof Repairs                                 ,11/1/2011,2641.29,108.06,96.05,204.11,2437.18,S/L,27.5,335,Capital Improvements,2.17,25.33,0.00,N,0.00
170,Roof Repairs                                 ,12/1/2011,2392.87,90.64,87.01,177.65,2215.22,S/L,27.5,335,Capital Improvements,2.08,25.42,0.00,N,0.00
171,Shingles & Roofing Tiles                     ,9/1/2011,990.00,46.50,36.00,82.50,907.50,S/L,27.5,335,Capital Improvements,2.33,25.17,0.00,N,0.00
172,Shingles & Roofing Tiles                     ,10/1/2011,5064.31,222.53,184.16,406.69,4657.62,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,N,0.00
173,Site Lighting                                ,7/1/2011,1228.80,1228.80,0.00,1228.80,0.00,150DB,15.0,335,Capital Improvements,2.50,12.50,0.00,N,0.00
174,Structural                                   ,10/1/2011,42729.67,1877.52,1553.81,3431.33,39298.34,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,N,0.00
175,Subfloor 2108                                ,7/1/2011,521.00,27.63,18.95,46.58,474.42,S/L,27.5,335,Capital Improvements,2.50,25.00,0.00,N,0.00
176,Subfloor repairs                             ,6/1/2011,940.00,52.70,34.18,86.88,853.12,S/L,27.5,335,Capital Improvements,2.59,24.91,0.00,N,0.00
177,Supervision                                  ,5/1/2011,8813.20,520.78,320.48,841.26,7971.94,S/L,27.5,335,Capital Improvements,2.67,24.83,0.00,Y,7971.94
178,Supervision                                  ,6/1/2011,1199.79,67.26,43.63,110.89,1088.90,S/L,27.5,335,Capital Improvements,2.59,24.91,0.00,Y,1088.90
179,Supervision                                  ,7/1/2011,1496.53,79.36,54.42,133.78,1362.75,S/L,27.5,335,Capital Improvements,2.50,25.00,0.00,Y,1362.75
180,Supervision                                  ,8/1/2011,4357.02,217.85,158.44,376.29,3980.73,S/L,27.5,335,Capital Improvements,2.42,25.08,0.00,Y,3980.73
181,Supervision                                  ,9/1/2011,814.38,38.25,29.61,67.86,746.52,S/L,27.5,335,Capital Improvements,2.33,25.17,0.00,Y,746.52
182,Supervision                                  ,10/1/2011,7067.54,310.54,257.00,567.54,6500.00,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,Y,6500.00
183,Tennis Court Repaving                        ,7/1/2011,10630.00,10630.00,0.00,10630.00,0.00,150DB,15.0,335,Land Improvements,2.50,12.50,0.00,N,0.00
184,Unit 2104 Rebuild                            ,7/1/2011,11972.58,634.91,435.37,1070.28,10902.30,S/L,27.5,335,Capital Improvements,2.50,25.00,0.00,N,0.00
185,                                             ,10/1/2011,39900.00,1753.18,1450.91,3204.09,36695.91,S/L,27.5,335,Capital Improvements,2.25,25.25,0.00,N,0.00
186,2 Water Heaters                              ,2/1/2012,2709.81,86.22,98.54,184.76,2525.05,S/L,27.5,335,Capital Improvements,1.92,25.58,0.00,N,0.00
187,2104 Building Repairs                        ,3/1/2012,2935.65,84.51,106.75,191.26,2744.39,S/L,27.5,335,Capital Improvements,1.84,25.66,0.00,N,0.00
188,AC & Condensor                               ,2/1/2012,1236.32,39.34,44.96,84.30,1152.02,S/L,27.5,335,Capital Improvements,1.92,25.58,0.00,N,0.00
189,Air Conditioning & Heat                      ,10/1/2012,2067.24,15.66,75.17,90.83,1976.41,S/L,27.5,335,Capital Improvements,1.25,26.25,0.00,N,0.00
190,Air Conditioning & Heat                      ,9/1/2012,1880.86,19.95,68.39,88.34,1792.52,S/L,27.5,335,Capital Improvements,1.33,26.17,0.00,N,0.00
191,Air Conditioning & Heat                      ,8/1/2012,644.00,8.78,23.42,32.20,611.80,S/L,27.5,335,Capital Improvements,1.42,26.08,0.00,N,0.00
192,Air Conditioning & Heat                      ,7/1/2012,2356.00,39.27,85.67,124.94,2231.06,S/L,27.5,335,Capital Improvements,1.50,26.00,0.00,N,0.00
193,Air Conditioning & Heat                      ,6/1/2012,1777.00,35.00,64.62,99.62,1677.38,S/L,27.5,335,Capital Improvements,1.58,25.92,0.00,N,0.00
194,Air Conditioning & Heat - 2 ton cond x2      ,5/1/2012,1198.00,27.23,43.56,70.79,1127.21,S/L,27.5,335,Capital Improvements,1.67,25.83,0.00,N,0.00
195,Air Conditioning- 2                          ,3/1/2012,1210.72,34.85,44.03,78.88,1131.84,S/L,27.5,335,Capital Improvements,1.84,25.66,0.00,N,0.00
196,Apr Field Supervision                        ,4/1/2012,2032.80,52.36,73.92,126.28,1906.52,S/L,27.5,335,Capital Improvements,1.75,25.75,0.00,Y,1906.52
197,Apr Mgmt. Fee                                ,4/1/2012,980.37,25.25,35.65,60.90,919.47,S/L,27.5,335,Capital Improvements,1.75,25.75,0.00,N,0.00
198,Balconies                                    ,12/1/2012,182061.76,275.85,6620.43,6896.28,175165.48,S/L,27.5,335,Capital Improvements,1.08,26.42,0.00,N,0.00
199,Balconies                                    ,10/1/2012,15360.00,116.36,558.55,674.91,14685.09,S/L,27.5,335,Capital Improvements,1.25,26.25,0.00,N,0.00
200,Basic Electrical-Apt Int                     ,9/1/2012,19.38,0.21,0.70,0.91,18.47,S/L,27.5,335,Capital Improvements,1.33,26.17,18.47,N,0.00
201,Air Conditioning & Heat                      ,9/1/2013,1612.49,0.00,17.10,17.10,1595.39,S/L,27.5,335,Capital Improvements,0.33,27.17,0.00,N,0.00
202,Air Conditioning & Heat                      ,12/1/2013,1722.38,0.00,2.61,2.61,1719.77,S/L,27.5,335,Capital Improvements,0.08,27.42,0.00,N,0.00
203,Air Conditioning & Heat                      ,7/1/2013,2022.25,0.00,33.70,33.70,1988.55,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,N,0.00
204,Air Conditioning & Heat                      ,4/1/2013,2145.11,0.00,55.25,55.25,2089.86,S/L,27.5,335,Capital Improvements,0.75,26.75,0.00,N,0.00
205,Appliances                                   ,3/1/2013,3364.08,0.00,2018.45,2018.45,1345.63,200DB,5.0,335,Furniture & Fixtures,0.84,4.16,0.00,N,0.00
206,Appliances                                   ,2/1/2013,5046.12,0.00,3027.67,3027.67,2018.45,200DB,5.0,335,Furniture & Fixtures,0.91,4.09,0.00,N,0.00
207,C. Moore Exp Reimb                           ,3/1/2012,135.05,3.89,4.91,8.80,126.25,S/L,27.5,335,Capital Improvements,1.84,25.66,126.25,N,0.00
208,C. Moore Exp Reimb                           ,3/1/2012,179.62,5.17,6.53,11.70,167.92,S/L,27.5,335,Capital Improvements,1.84,25.66,167.92,N,0.00
